결혼 경험 없음 표본수,결혼 경험 있음 표본수,결혼 경험 없음 평균,결혼 경험 있음 평균,평균 차이(있음-없음),95% CI 하한,95% CI 상한,Welch t,p-value,Hedges g,판정
10667,21870,9.964751101528078,10.13891175125743,0.17416064972935175,0.11683034718685892,0.23149095227184457,5.9543784068266925,2.6479845456589578e-09,0.06775540491399949,귀무가설 기각
